,,Данные по общеобразовательным школам Ыссык-Кульской области,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"№ 
п/п",Наименование школы,Адрес школы,Ф.И.О директора,"Числен-сть 
учащихся","Числен-ть 
учителей","Объем финансовых средств на 2014 год, в том числе:",,,"Наличие 
попечительских 
советов",,,,,,,
,,,,,,Всего,"Республик.
бюджет","Местный
бюджет",,,,,,,,
,Тюпский  район,,,,,,,,,,,,,,,
1,Сш имени А.Алсеитов,356 общеобразовательных школ,Асанова Мырзагул Абдрахмановна                               0 709 86 58 95,43,17,3358.3,3353.3,5.0,+,2829.6,3317.7,5,24.2,4.1,2.3,0.043
2,Сш имени  М.Мамбетов,357 общеобразовательных школ,Курманалиев Омурбек Жумакадырович 0 779 70 37 73,140,26,4283.2,4123.9,159.3,+,3425.5,4016.4,16.1,72.4,13.3,5.7,0.14
3,Сш имени  Д.Мамбетов,358 общеобразовательных школ,Мурадилов Турсунаалы Жылтырович 0 709 30 70 68,367,38,8421.6,8237.2,184.4,+,6774.4,7943.0,42.3,202.2,34.7,15,0.367
4,Сш имени  Кенжакунов,359 общеобразовательных школ,Исакова Гулайым Болотовна   0 707 71 95 81,116,24,4173.9,4089.6,84.3,+,3407.9,3995.8,13.4,64.8,10.8,4.8,0.116
5,Сш имени  Алыш,360 общеобразовательных школ,Исаков Курманбек Туйбаевич 0 777 62 83 52,87,19,4357.7,4357.7,,+,3650.5,4280.2,10,54.5,8.2,4.8,0.087
6,Сш имени  О.Токтосунов,361 общеобразовательных школ,Кадырова Назгул Калыковна    0 705 01 59 85,318,31,6951.4,6601.4,350.0,+,5381.0,6309.2,36.7,209.8,32.7,13,0.318
7,Сш имени  К.Абиров,362 общеобразовательных школ,Турузбекова Самара Сыртбаевна 0  707 24 36 94,120,22,4242.0,4199.3,42.7,+,3487.6,4089.2,13.8,81.5,11.2,3.6,0.12
8,Сш имени  Ж.Саламатов,363 общеобразовательных школ,Ботояров Алмасбек Омургазиевич 0 771 24 46 81,152,20,3861.0,3833.3,27.7,+,3168.8,3715.4,17.5,79.9,14.3,6.2,0.152
9,Сш имени  М.Бекмуратов,364 общеобразовательных школ,Бейшеев Каныбек Садыкович 0 772 48 43 13,167,23,4937.3,4619.4,317.9,+,3825.7,4485.6,19.2,92.1,15.7,6.8,0.167
10,Сш имени  М.Байдолотов,365 общеобразовательных школ,Асанкулова Мазира Кочоровна 0 701 10 40 11,244,29,4954.0,4813.7,140.3,+,3947.8,4628.8,28.1,123.7,23.1,10,0.244
11,Сш имени  Б.Бекжанов,366 общеобразовательных школ,Баяманова Чынарбубу Орозакуновна 0 772 14 33 52,439,41,7905.4,7759.4,146.0,+,6276.2,7358.8,50.6,291.1,40.9,18,0.439
12,Сш имени К.Кучуков,367 общеобразовательных школ,Жумакадырова Турсунбубу Сабыровна 0709 31 08 65,25,6,1416.1,1359.0,57.1,-,1121.7,1315.2,2.9,37.7,2.2,1,0.025
13,Сш имени Тош-Булак,368 общеобразовательных школ,Султанакунов Айбек                     0 777 06 01 17,16,5,816.6,735.6,81.0,-,603.4,707.5,1.9,24.1,1.4,0.7,0.016
14,Сш имени Ж.Иманалиев,369 общеобразовательных школ,Байсымакова Гулуйпа Абдылдаевна 0 705 16 06 21,349,38,6887.1,6836.1,51.0,+,5578.4,6540.7,40.2,208.2,32.7,14.3,0.349
15,Сш имени А.Тыныбек,370 общеобразовательных школ,Усубалиев Ашырбек Жапарович 0 709 291234,551,54,9829.4,9484.3,345.1,+,7651.5,8971.4,63.5,375.7,51.3,22.4,0.551
16,Сш имени Т.Байсаов,371 общеобразовательных школ,Камчыбеков Токтосун 0 779 85 31 73,227,24,5181.4,4942.3,239.1,+,4033.1,4728.8,26.2,156.9,21.1,9.3,0.227
17,Сш имени Ж.Омуралиев,372 общеобразовательных школ,Касаева Жумагул Сабырбековна 0 707 90 53 06,99,17,3034.7,2734.9,299.8,+,2244.8,2632.0,11.4,78.5,9,4,0.099
18,Сш имени  Т.Байбураев,373 общеобразовательных школ,Мийзамалиева Айнура Табылдиевна 0 772 82-20-92,579,46,10837.3,9466.3,1371.0,+,7666.9,8989.4,66.7,332,54.5,23.7,0.579
19,Сш имени Тугол уулу Усупбек,374 общеобразовательных школ,Солтонкулов Мырзабек Дуйшеевич ,533,39,10582.0,9736.2,845.8,+,7907.0,9271.0,61.4,332,50,21.8,0.533
20,Сш имени Рысмендеев,375 общеобразовательных школ,Алтымышов Ишенбек Сабырович 0 773 53 39 47,227,31,5309.7,5030.2,279.5,+,4123.0,4834.2,26.2,137.3,21.2,11.3,0.227
21,Сш имени Кыязов,376 общеобразовательных школ,Бейшембиев Шамбет 0 773 56 68 62,169,26,5709.1,5168.3,540.8,+,4295.8,5036.8,19.5,86,16.1,9.9,0.169
22,Сш имени А.Табалдиев,377 общеобразовательных школ,Сманбаев Баатырбек Аманович 0 779 93 25 74,672,57,11905.7,10816.0,1089.7,+,8718.4,10222.3,77.5,425.5,63.2,27.5,0.672
23,Сш имени Р.Усубалиев,378 общеобразовательных школ,Сейитмамбетов Алмаз Байышович 0 779 56 94 32,237,32,4636.2,4590.6,45.6,+,3759.1,4407.5,27.3,123.7,22.4,9.7,0.237
24,Сш имени М.Иманалиев,379 общеобразовательных школ,Касмаалиев Калыбек Акиналиевич 0 705 18 08 89,328,33,6346.3,6281.8,64.5,+,5101.1,5981.0,37.8,218.8,30.8,13.4,0.328
25,Сш имени С.Керимбаев,380 общеобразовательных школ,Осмонова Анара Дуйшоналиевна 0 777 67 05 27,331,32,5533.3,5533.3,,+,4473.5,5245.2,38.2,205.2,31.1,13.6,0.331
26,Сш имени Ж.Мамбетов,381 общеобразовательных школ,Тулобердиева Айткул Абдиевна 0 773 50 44 88,251,28,4499.0,4023.3,475.7,+,3233.6,3791.4,28.9,169,23.7,10.3,0.251
27,Сш имени О уулу Кожоке,382 общеобразовательных школ,Абакирова Суйунбубу Абдыраевна 0 550 90 47 25,167,26,4155.7,4110.7,45.0,+,3394.4,3979.9,19.2,89,15.8,6.8,0.167
28,Сш имени М.Осмонов,383 общеобразовательных школ,Бокешов Бактыбек Кочкорбаевич 0 705 79 44 89,512,30,9517.6,9517.6,,+,7743.0,9078.7,59,310.8,48.2,20.9,0.512
29,Сш имени С.Мамбетов,384 общеобразовательных школ,Абдыгулова Назира Аянбековна 0 778 67 15 46,107,19,3939.9,3869.9,70.0,+,3216.0,3770.8,12.3,72.4,10,4.4,0.107
30,Сш имени А.Аралбаев,385 общеобразовательных школ,Абдыкадырова Чынар Омуровна 0 773 01 28 40,531,47,7600.6,7065.3,535.3,+,5629.8,6600.9,61.2,331.8,49.7,21.7,0.531
31,Сш имени Э.Токсобаев,386 общеобразовательных школ,Асылбеков Казыбек Эсенгулович 0 773 62 96 23,564,57,8687.9,8125.3,562.6,+,6518.7,7643.2,65,341,53,23.1,0.564
32,Сш имени А.Жутакеев,387 общеобразовательных школ,Мусаева Майрамкул Асановна 0707 727186,475,46,6396.3,6312.6,83.7,+,5044.0,5914.1,54.7,279.2,44.9,19.7,0.475
33,Сш имени Достук ,388 общеобразовательных школ,Осмонова Бубусабида Осмоновна  0 779 20 72 61,138,22,3865.6,3457.6,408.0,+,2842.3,3332.6,16,90.5,12.9,5.6,0.138
34,Сш имени  К.Жусупов,389 общеобразовательных школ,Жээналиев Суйунбек Жээналиевич  0 708 06 99 63,211,25,3515.2,3342.7,172.5,-,2690.2,3158.7,24.3,131.3,19.8,8.6,0.211
,"Итого по школам 
Нарынского района:",390 общеобразовательных школ,,9492,1030,197648.7,188528.3,9120.4,"3 ""-""  
31 ""+""",153764.7,180293.6,1094.0,5852.8,894.0,393.9,9.492
,Жумгалский район,391 общеобразовательных школ,,,,,,,,,,,,,,0
1,"
Сш им А.Идинова",392 общеобразовательных школ,"Карымшаков Толобай Эсенканович
 0778-23-47-16",392,44,8425.1,8425.1,, +,,,,,,,0.392
2,Сш им.М.Алыбаева,393 общеобразовательных школ,"Исакова Гулбарчын Бейманжановна 
0557-57-47-81",551,65,8332.8,8332.8,, +,,,,,,,0.551
3,Сш им Т турсунбаева,394 общеобразовательных школ,"Жансариева Лариса Жолдошевна 
0708-15-38-33",673,61,11815.6,8405.0,3410.6, +,,,,,,,0.673
4,Сш им Кекилик уулу жолдошбек,395 общеобразовательных школ,"Кадыров Солтобек Сураганович 
0779-40-27-89",132,23,3274.1,3274.1,, +,,,,,,,0.132
5,Сш им О Ногойбаев,396 общеобразовательных школ,"Бойтоев Суеркул 
0773-47-00-63",544,45,8776.3,8776.3,, +,,,,,,,0.544
6,Сш им Мамбеталы,397 общеобразовательных школ,"Дуйшеева Гулбубу Какиновна
0770-41-82-73",337,46,7035.9,7035.9,, +,,,,,,,0.337
7,Сш им Р Солтонбеков,398 общеобразовательных школ,Баялиева Рита Мелсовна 0771-73-19-24,333,39,8163.7,7437.4,726.3, +,,,,,,,0.333
8,Сш им М Омурканова,399 общеобразовательных школ,"Капарбеков Сталбек Абдыразакович 
0700-09-80-18",409,48,8216.6,7630.2,586.4, +,,,,,,,0.409
9,Сш им Лама,400 общеобразовательных школ,"Карыбек уулу Нурланбек
 0773-00-94-21",111,19,4134.5,4134.5,, +,,,,,,,0.111
10,Сш им А. Сулайманов,401 общеобразовательных школ,"Садырбекова Фарида Толомушовна 
0708-07-05-68",516,50,6701.5,6179.7,521.8, +,,,,,,,0.516
11,Сш им Тыналы,402 общеобразовательных школ,"Молдалиев Адилбек Шайлообекович
 0707-74-92-21",250,26,5461.2,5211.9,249.3, +,,,,,,,0.25
12,Сш им Таш- Добо,403 общеобразовательных школ,"Байболотов Нурпилал Омурзакович 
0779-19-56-96",342,42,7596.6,6988.0,608.6, +,,,,,,,0.342
13,Сш им С.Медетов,404 общеобразовательных школ,Мамаева Айнура Акылбековна 0770-15-33-53,323,33,6015.3,5502.2,513.1, +,,,,,,,0.323
14,Сш им А.Садырбаев,405 общеобразовательных школ,"Солпуева Толкун Темировна
 0702-37-54-49",91,22,2852.2,2852.2,, +,,,,,,,0.091
15,Сш им Ш.Садыбакасов,406 общеобразовательных школ,"Жекшенов Асан 
0778-89-83-84",549,42,7540.8,6891.0,649.8, +,,,,,,,0.549
16,Сш им Калык Акиев,407 общеобразовательных школ,Муталиев Токтошукур 0770-68-32-04,337,36,6351.3,5658.6,692.7, +,,,,,,,0.337
17,Сш им А.Молдокеев,408 общеобразовательных школ,"Асанбаева Майрамкул Идирисовна 
0777-70-11-65",1096,75,12668.7,10970.9,1697.8,+,,,,,,,1.096
18,Сш им Султан уулу Турусбек,409 общеобразовательных школ,"Атантаева Кулнара Акматбековна 
0773-45-42-92",469,45,8477.1,7085.0,1392.1, +,,,,,,,0.469
19,Сш им Кожоналиева,410 общеобразовательных школ,"Самудинова Тинатин Санташевна 
0552-80-32-72",65,19,2981.0,2981.0,, +,,,,,,,0.065
20,Сш им Орозалиев,411 общеобразовательных школ,"Бекбоева Арзыкан Садыровна 
0771-14-04-44",267,27,4807.8,4364.2,443.6, +,,,,,,,0.267
21,Сш им Кызыл-Октябрь,412 общеобразовательных школ,"Абыканов Темиркан Шергазиевич 
0778-01-56-28",64,13,2122.1,2122.1,, +,,,,,,,0.064
22,Сш им Жусуп Сары уулу,413 общеобразовательных школ,Назаралиева Лариса Жакыпбековна 0772-13-84-61,250,34,7539.8,5567.3,1972.5, +,,,,,,,0.25
23,Сш им Крупская,414 общеобразовательных школ,"Турумбаева Айнура Жумакариевна 
0777-46-34-46",122,19,3693.0,3693.0,, +,,,,,,,0.122
24,Сш им Ибраимов,415 общеобразовательных школ,"Тултуков Рысбек Тенирбергенович 
0777-11-00-94",181,25,4478.5,4478.5,, +,,,,,,,0.181
,"Итого по школам 
Жумгальского района",416 общеобразовательных школ, х,8404,898,157461.7,143997.1,13464.6,"24 ""+""",,,,,,,8.404
,Ак-Талинский район,417 общеобразовательных школ,,,,,,,,,,,,,,0
1,Сш имени Ш.Бейшеналиев,418 общеобразовательных школ,"Рыспаева Чолпон 
0555141264",829,92,16401.1,15196.1,1205.0,+,,,,,,,0.829
2,Сш имени  Э.Карасартов,419 общеобразовательных школ,"Бектемишова Гулмира 
0777264222",743,86,14034.2,13379.2,655.0,+,,,,,,,0.743
3,Сш имени Б.Мусуралиева,420 общеобразовательных школ,"Эсеналиев Каныбек 
0778208279",135,27,4858.0,4688,170.0,+,,,,,,,0.135
4,Сш имени  К.Молдобасанов,421 общеобразовательных школ,"Алыбаев Сергек 
0777278291",212,34,5603.8,5484.2,119.6,+,,,,,,,0.212
5,Сш имени  М.Балбаков,422 общеобразовательных школ,"Абдрахманова Гулай 
0353760977",107,28,4850.2,4507.2,343.0,+,,,,,,,0.107
6,Сш имени С.Жусупбаев,423 общеобразовательных школ,"Койчуманова Алтынчач 
0353760982",98,22,3658.8,3570.8,88.0,+,,,,,,,0.098
7,Сш имени М.Базаркулов,424 общеобразовательных школ,"Чыныбаев Нурлан 
0771525790",373,46,8490.6,8000.9,489.7,+,,,,,,,0.373
8,Сш имени Н.Жыргалбекова,425 общеобразовательных школ,"Кожоев Айбек
 0778227749",286,41,6199.9,5609.8,590.1,+,,,,,,,0.286
9,Сш имени Б.Календеров,426 общеобразовательных школ,"Артыков Улук
 0771062477",401,45,7032.9,6945.4,87.5,+,,,,,,,0.401
10,Сш имени И.Молдобаев,427 общеобразовательных школ,"Карымшаков Касымбек 
0772934065",104,24,4235.4,4191.6,43.8,+,,,,,,,0.104
11,Сш имени Э.Мейманов,428 общеобразовательных школ,"Мамбетакунов Нуркабыл 
0778879271",907,106,15382.6,14939.3,443.3,+,,,,,,,0.907
12,Сш имени Т.Оторов,429 общеобразовательных школ,"Султаналиева Гулмира
 0779232485",124,20,4043.6,3822,221.6,+,,,,,,,0.124
13,Сш имени М.Баетов,430 общеобразовательных школ,"Абдраева Салтанат
0777232447",197,26,4461.0,4414.9,46.1,+,,,,,,,0.197
14,Сш имени А.Турдакунов,431 общеобразовательных школ,"Дуйшекеева Дарика 
0771882515",273,32,5329.6,5277.6,52.0,+,,,,,,,0.273
15,Сш имени А.Абдраимов,432 общеобразовательных школ,"Бекишова Элнура 
0353760684",424,55,7902.6,7832.5,70.1,+,,,,,,,0.424
16,Сш имени Байымбет,433 общеобразовательных школ,"Тиленбаева Ажаркул 
 0778386966",511,58,8386.8,8251.2,135.6,+,,,,,,,0.511
17,Сш имени Ж.Сатылганов,434 общеобразовательных школ,"Нурманбетова Гулмайрам 
0773154618",731,66,10302.1,9980.4,321.7,+,,,,,,,0.731
18,Сш имени С.Атамбеков,435 общеобразовательных школ,"Кожекова Асылбубу 
0779085401",265,39,6335.9,6248.9,87.0,+,,,,,,,0.265
,"Итого по школам 
Ак-Таалинского района:",436 общеобразовательных школ,,6720,847,137509.1,132340,5169.1,"18 ""+""",,,,,,,6.72
,г.Нарын,437 общеобразовательных школ,,,,,,,,,,,,,,0
1,сш.№1 им.Токтогула,438 общеобразовательных школ,Найманбаев Бакыт Мукашович                0772689298,700,55,10970.6,10864.9,105.7, -,,,,,,,0.7
2,сш.№2 им.Чкалова,439 общеобразовательных школ,Самакова Айчурок Сыдыковна                               0771080696,1430,88,22153,21929.6,223.4, -,,,,,,,1.43
3,сш.№4 им.Э.Ибраева,440 общеобразовательных школ,Качкымбаев Токтогон       0772257616,703,52,10674,10596.5,77.5, -,,,,,,,0.703
4,сш.№5 им.Жакыпова,441 общеобразовательных школ,Жанбоев Автандил Кадикеевич                            0703635714,433,52,7953.4,7869.4,84.0, -,,,,,,,0.433
5,сш.№7 им.Сыдыкова,442 общеобразовательных школ,Кокотаева Жийде Шералиевна                         0778848688,1201,62,17506.2,17355.8,150.4, -,,,,,,,1.201
6,сш.№8 им.А.Буйлаш,443 общеобразовательных школ,Мамбетов Кубанычбек Тукешович                                0702252535,1603,109,21454,21337.2,116.8, -,,,,,,,1.603
7,сш.№9 им.Садыкова,444 общеобразовательных школ,Керимбаева Аида Абитовна                                   0779931871,401,35,6527.2,6484.2,43.0, -,,,,,,,0.401
8,сш.№10 им.Чолпонбаева,445 общеобразовательных школ,Омурова Рысбубу Токтоналиевна      0701664458,619,52,9538.8,9486.8,52.0, -,,,,,,,0.619
,Итого по школам г.Нарын:,446 общеобразовательных школ,,7090,505,106777.2,105924.4,852.8,"8 ""-""",,,,,,,7.09
,Кочкорский район,447 общеобразовательных школ,,,,,,,,,,,,,,0
1,Ш.Рысмендеев,448 общеобразовательных школ,Асанова Алма Абдырасуловна 0771107468,548,41,7988.9,7647.4,341.5,-,,,,,,,0.548
2,"Т. Темирова ""Жаны-Жол""",449 общеобразовательных школ,Мамбетказев Медетбек 0777054314,117,22,4191.9,3826.9,365.0,-,,,,,,,0.117
3,С.Орозбаков,450 общеобразовательных школ,Осмонов Мамыркул 0779201116,311,28,5678.6,5652.8,25.8,-,,,,,,,0.311
4,Аблес уулу Алайдар,451 общеобразовательных школ,Алдаяров Замир Алдаярович 0772191993,340,34,7232.7,7179.3,53.4,-,,,,,,,0.34
5,К.Мырзабеков,452 общеобразовательных школ,Сексеков Кудайберген Юсупович 0550310659,1006,76,13142.9,12907.1,235.8,-,,,,,,,1.006
6,О. Айбашов,453 общеобразовательных школ,Ибраев Кенешбай Дюшекович 0771411164,528,48,7366.8,7196.9,169.9,-,,,,,,,0.528
7,Ак-Жар,454 общеобразовательных школ,Тургуналиева Акыл Жолдошбековна 0772455731,385,38,6751.7,6501.8,249.9,-,,,,,,,0.385
8,К. Кыдыралиев,455 общеобразовательных школ,Шакирбеков Бекбоосун 0556333818,508,46,10728.1,9290.9,1437.2,-,,,,,,,0.508
9,Калыгул Бай уулу,456 общеобразовательных школ,Табалдиев Зарылбек 0777771330,863,64,13447.7,12343.0,1104.7,-,,,,,,,0.863
10,И. Арабаев,457 общеобразовательных школ,Жакыпова Венера 0777547869,1056,70,15116.4,14337.7,778.7,-,,,,,,,1.056
11,Н. Жундубаева,458 общеобразовательных школ,Бейшембаев Омурбек Бейшембаевич 0771107832,1273,99,19713.3,18511.8,1201.5,-,,,,,,,1.273
12,С. Исмаилов,459 общеобразовательных школ,Кадыркулов Эшмуканбет Кадыркулович 0557822382,321,34,6768.1,6123.4,644.7,-,,,,,,,0.321
13,Абылгазы уулу Ишеналы,460 общеобразовательных школ,Эшбаева Кулукан Адисовна 0707638647,218,22,4412.0,4238.6,173.4,-,,,,,,,0.218
14,Кызыл-Добо,461 общеобразовательных школ,Байгазиев Бейшенбек 0552207095,620,69,14186.4,13449.4,737.0,-,,,,,,,0.62
15,А. Абдыкеримов,462 общеобразовательных школ,Айдарбеков Дайырбек 0707373410,106,27,4592.9,4488.7,104.2,-,,,,,,,0.106
16,А. Жалпетеков,463 общеобразовательных школ,Мусаева Жылдыз 0777027232,245,40,6685.9,6300.0,385.9,-,,,,,,,0.245
17,А. Бостонов,464 общеобразовательных школ,Сулайманова Асылбубу Жамакеевна 0550205095,257,24,4830.8,4623.7,207.1,-,,,,,,,0.257
18,Ш. Абдылдаев,465 общеобразовательных школ,Омурова Чолпон 0773622409,271,30,5155.1,5058.7,96.4,-,,,,,,,0.271
19,"К. Темиров ""Чекилдек""",466 общеобразовательных школ,Козубекова Гулжамал 0779644517,207,23,3779.4,3746.1,33.3,-,,,,,,,0.207
20,Арсы,467 общеобразовательных школ,Жумабаева Асипа Сабырбековна 0555494203,107,17,2739.6,2729.6,10.0,-,,,,,,,0.107
21,У. Бейшеев,468 общеобразовательных школ,Элтуйбасов Таалайбек Айдарович 0778719273,144,21,4584.9,4268.4,316.5,-,,,,,,,0.144
22,Шамен,469 общеобразовательных школ,Касымов Эсенбек 0555157800,83,18,3724.6,3497.0,227.6,-,,,,,,,0.083
23,Кок-Жар,470 общеобразовательных школ,Бугубаева Толон Абаскановна 0772257684,537,42,7594.5,7350.6,243.9,-,,,,,,,0.537
24,Сон-Кол,471 общеобразовательных школ,Мамбеталиев Касымбек 0770311172,260,20,5684.9,4940.6,744.3,-,,,,,,,0.26
25,К. Мамбеталиев,472 общеобразовательных школ,Мамыров Кубанычбек 0557061536,605,51,10400.8,9810.8,590.0,-,,,,,,,0.605
26,С. Омурбаев,473 общеобразовательных школ,Бактыгулов Турсунбек Аманбекович 0559071078,359,33,6931.4,6569.3,362.1,-,,,,,,,0.359
27,Жунушалы к. Сайнап,474 общеобразовательных школ,Асанбаев Кожомкул 0772420042,296,36,7238.8,7064.8,174.0,-,,,,,,,0.296
28,А. Мааткеримов,475 общеобразовательных школ,Озубеков Уланбек Насыпбекович 0773809840,330,32,7449.6,7123.6,326.0,-,,,,,,,0.33
29,У. Малтабаров,476 общеобразовательных школ,Толобеков Тынайбек Сайпидинович 0777666251,178,27,9561.8,9445.8,116.0,-,,,,,,,0.178
30,Оро-Башы,477 общеобразовательных школ,Элеманова Омуркан 0777238976,122,25,3706.5,3613.5,93.0,-,,,,,,,0.122
31,Ара-Кол,478 общеобразовательных школ,Кубатов Турарбек 0557032534,132,24,4273.3,4180.3,93.0,-,,,,,,,0.132
32,К. Акназаров,479 общеобразовательных школ,Омурбеков Жаныш Омурбекович 0779189896,608,57,5196.9,4795.1,401.8,-,,,,,,,0.608
33,Ак-Чий,480 общеобразовательных школ,Балбаков Урмат Качкынбекович 0777129115,46,22,3227.3,3130.3,97.0,-,,,,,,,0.046
,"Итого по школа
 Кочкорского района:",481 общеобразовательных школ,,12987,1260,244084.5,231943.9,"12,140.6","33 ""-""",,,,,,,12.987
138,Итого по Нарынской области: ,138,,54903,5554,1038499.3,987542.0,50957.3,"73 ""+""  
65""-""",,,,,,,54.903
,Всего по 3 областям,432,,181956,17211,4298276.0,2432387.2,1709464.6,"164 ""+""
 268 ""-""",,,,,,,181.956
,Лейлекский район,,,,,,,,,,,,,,,0
1,СШ им. Токтогула,г.Исфана         ул. Дадасяна,Далиева Диларам Балтабаевна               тел.№ 0770-23-24-18,385,51,5499.8,5499.8,*,-,,,,,,,0.385
2,Шк. Гимназия №4,г.Исфана  ул.Ленина,Саттаров Хабибулло Атаевич               тел. № 0777-29-03-20,116,25,3889.8,3889.8,*,-,,,,,,,0.116
3,СШ им.Казыева,с.Голбо,Жалилов Манап Абдилатифович             тел.№ 0778-00-02-45,294,23,4757.4,4757.4,*,-,,,,,,,0.294
4,СШ Ыссык-Кол,г.Исфана ул.Школная,Тажибаев Эшназар                                  тел.№ 0779-75-31-13,189,27,5811.8,4811.8,*,-,,,,,,,0.189
5,СШ им.Ю.Гагарина,г.Исфана ул.М.Жалилов,Самандарова Тургунай Базарбаевна тел.№ 0770-47-35-95  ,817,46,8762.9,8762.9,*,+,,,,,,,0.817
6,"СШ"" Тайлан""",с.Тайлан,Абдибахапова Мархаба Бердимуратовна    тел № 0773-34-01-72,153,21,3629.5,3629.5,*,-,,,,,,,0.153
7,СШАк-Булак,с.Ак-Булак,Напиева Максатай Асраловна                 тел.№ 0779-91-30-72,88,17,2433.2,2433.2,*,-,,,,,,,0.088
8,СШ им.Самата,с.Самат,Арыстанова Адалат                               тел.№ 0772-35-90-14,201,26,3828.5,3828.5,*,-,,,,,,,0.201
9,СШ им.Амир-Темира,г.Исфана ул.Дадасян,Худойназаров Давронбек Собиржанович тел. № 0778-95-77-01,300,35,4789.6,4789.6,*,-,,,,,,,0.3
10,СШ им.Т.Жапарова,с.Чимген,Тагаева Чолпон Якубовна                        тел.№ 0777-36-86-32,435,37,6528.4,6528.4,*,-,,,,,,,0.435
11,"СШ ""Козу-Баглан""",с.Катран,Алимов Исмоилжон Абиджанович тел.№ 0770-62-34-92,631,46,7636.8,7636.8,*,+,,,,,,,0.631
12,НШ им.Д.Жороева,с.Мырза-Пачча,Эрматова Орунгул Сайдиллаевна тел.№ 0773-22-97-07,109,17,2321.9,2321.9,*,-,,,,,,,0.109
13,"НШ ""Беш-Бала""",с.Самат,Назаралиева Сажиниса                            тел.№ 0777-18-14-19,52,6,1188.5,1188.5,*,-,,,,,,,0.052
14,"СШ ""Кыргыз 60 жылдыгы""",с.Жаштык Жаныжерская с/у,Раимбердиев Исмнали Жумабаевич                   0556107100,550,61,*,*,*,+,,,,,,,0.55
15,СШ им. Набиева Б.,с.Арка-2 Жаныжерская с/у,Мурадова Буасал  077319-53-15,585,43,*,*,*,-,,,,,,,0.585
16,"СШ ""Достук""",с.Достук ,Халмурзаева Зебинисо    0777232271,519,37,*,*,*,-,,,,,,,0.519
17,"СШ ""Хамза""",с.Борбордук,Турсунбаев Бактияр       0773897121,458,46,*,*,*,-,,,,,,,0.458
18,Школа -гимназия №3,с.Жаштык,Мадеминов Гаппыр Маматкулович    0778958285,142,19,*,*,*,-,,,,,,,0.142
19,СШ им. Бабур З.,с.Бешкент,Камалов Садриддин          0773745580,768,69,*,*,*,-,,,,,,,0.768
20,СШ им.Бобохонова А.,с.Андархам,Баховатдинов Турархожа       0778286346,442,43,*,*,*,+,,,,,,,0.442
21,"СШ ""Кайрагач""",с.Кайрагач,Холматова Интизор   0554280472,509,52,*,*,*,-,,,,,,,0.509
22,СШ им.Момунова А.,с.Эски-Овчу,Туратов Увайдулла               036-566-01-02,282,35,*,*,*,-,,,,,,,0.282
23,"НСШ ""Лайли""",с.Бешкент,Толукбаева Жумагул          055093-27-83,54,5,*,*,*,-,,,,,,,0.054
24,СШ им.Ташполотова Ш.,с.Дархум,Шеров Юсубали       0779968932            ,138,22,*,*,*,-,,,,,,,0.138
25,СШ им.Баетова М.,с.Маргун,Турдуев Аваз        0773133512,501,42,*,*,*,-,,,,,,,0.501
26,СШ им.М.Юлдашева,с.Чурбек ,Рахматилаев Хабибилло       0773769909,178,19,*,*,*,-,,,,,,,0.178
27,НСШ им.Усенова,с.Дархаз,Мурасанов Жусупали Турдалиевич       0773942186        ,19,2,*,*,*,-,,,,,,,0.019
28,"СШ ""Кыргызстандын 40 жылдыгы""",с.Интернационал,Исакова Гульнара         0772445232,693,65,*,*,*,-,,,,,,,0.693
29,СШ им.Ленина,с.Кулунду,Искандаров Рахматилла              077732-13-79,1380,110,*,*,*,+,,,,,,,1.38
30,Школа-гимназия №2,с. Кулунду,Сатарова Карамат        0779592862,131,21,*,*,*,-,,,,,,,0.131
31,СШ им. Жолдошева ,с.Кулунду,Бектемирова Замира       0773423370,431,36,*,*,*,-,,,,,,,0.431
32,СШ им.Разакова,с.Разакова,Кенжебаев Аскар        0778739816,638,52,*,*,*,-,,,,,,,0.638
33,СШ Бел-алма,с.Ак-Арык,Базарбаев Кутбек         0779320420,609,49,*,*,*,-,,,,,,,0.609
34,"СШ ""Булак-Башы""",с.Булак-Башы,Сагапов Абдилатип Турсунбаевич             0365660042,222,23,*,*,*,+,,,,,,,0.222
35,"СШ ""Максат""",с.Максат,Арзибаев Салибай    0773085624,142,24,*,*,*,-,,,,,,,0.142
36,СШ им.Матмуратов ,с.Жаркыштак,Кобилов Ойбек              0778086772,262,34,*,*,*,-,,,,,,,0.262
37,СШ им.Шаматова,с.Чоюнчу,Маназарова Кыйматай       0778398425,79,21,*,*,*,-,,,,,,,0.079
38,СШ им.Ю.Пулатова,с.Чоюнчу,Анарбаев Шухрат         0779021138,223,32,*,*,*,-,,,,,,,0.223
39,"СШ ""Курулуш""",с.Кара-камар,Кенжеев Эрназар       0705949458,127,18,*,*,*,+,,,,,,,0.127
40,СШ им.Горького,с.Аксуу,Туйчиев Абдумумин Салиевич      0779982883,525,47,*,*,*,-,,,,,,,0.525
41,СШ Эгемделук,с.Аксуу,Аширбаев Таир                   077332-49-70,191,29,*,*,*,+,,,,,,,0.191
42,СШ им.Сатаркулова,с.Кокташ,Туранов Тагайбек          0773914471,505,41,*,*,*,+,,,,,,,0.505
43,СШ им.Боронбаева,с.Кокташ,Абдурупов Исраил            0772349313,185,28,*,*,*,+,,,,,,,0.185
